Accession1,Accession2,Similarity_Score
Q8NE63,Q00534,0.08
Q8NE63,O15075,0.07
Q8NE63,Q9NYL2,0.04
Q8NE63,Q96GD4,0.05
Q8NE63,Q7KZI7,0.06
Q8NE63,Q13233,0.04
Q8NE63,Q78DX7,0.04
Q8NE63,O14936,0.06
Q8NE63,Q96PY6,0.05
Q8NE63,P04409,0.06
Q8NE63,Q61214,0.16
Q8NE63,P14234,0.05
Q8NE63,Q04912,0.05
Q8NE63,O70126,0.06
Q8NE63,P08922,0.04
Q8NE63,Q9P289,0.06
Q8NE63,Q04759,0.05
Q8NE63,Q8IWQ3,0.06
Q8NE63,Q63470,0.16
Q8NE63,P49840,0.1
Q8NE63,P45985,0.05
Q8NE63,A9UF02,0.05
Q8NE63,P42681,0.04
Q8NE63,Q03137,0.04
Q8NE63,P33981,0.04
Q8NE63,P19784,0.05
Q8NE63,Q9Y4K4,0.05
Q8NE63,Q6ZN16,0.05
Q8NE63,P22612,0.05
Q8NE63,P00523,0.05
Q8NE63,P51813,0.04
Q8NE63,P09216,0.06
Q8NE63,P47811,0.08
Q8NE63,O35492,0.11
Q8NE63,Q96PF2,0.05
Q8NE63,O14965,0.06
Q8NE63,P07948,0.05
Q8NE63,Q62868,0.04
Q8NE63,P06213,0.04
Q8NE63,Q13976,0.05
Q8NE63,Q9UQM7,0.06
Q8NE63,P28867,0.05
Q8NE63,P00517,0.05
Q8NE63,Q96BR1,0.06
Q8NE63,P53779,0.09
Q8NE63,Q2M2I8,0.04
Q8NE63,P11275,0.06
Q8NE63,O94804,0.05
Q8NE63,Q9UQB9,0.06
Q8NE63,P97477,0.06
Q8NE63,Q15759,0.08
Q8NE63,P68403,0.05
Q8NE63,Q9H2G2,0.06
Q8NE63,Q07002,0.07
Q8NE63,O75914,0.06
Q8NE63,P50750,0.07
Q8NE63,P52564,0.05
Q8NE63,P15208,0.04
Q8NE63,Q9UHD2,0.04
Q8NE63,Q9H3Y6,0.05
Q8NE63,Q6P3R8,0.06
Q8NE63,Q8IYT8,0.06
Q8NE63,Q99683,0.05
Q8NE63,O15530,0.06
Q8NE63,P00546,0.08
Q8NE63,P35916,0.04
Q8NE63,Q9UPE1,0.06
Q8NE63,P51451,0.05
Q8NE63,P17252,0.06
Q8NE63,Q02111,0.05
Q8NE63,Q8IW41,0.05
Q8NE63,P53355,0.06
Q8NE63,P52333,0.05
Q8NE63,P41743,0.05
Q8NE63,Q9UIK4,0.06
Q8NE63,Q9UK32,0.06
Q8NE63,P21803,0.04
Q8NE63,Q9WUD9,0.05
Q8NE63,O14757,0.05
Q8NE63,Q9Y2H1,0.05
Q8NE63,Q86YV6,0.06
Q8NE63,P07332,0.04
Q8NE63,P35626,0.04
Q8NE63,O15111,0.04
Q8NE63,Q13188,0.06
Q8NE63,Q03142,0.04
Q8NE63,P11799,0.07
Q8NE63,Q9NSY1,0.04
Q8NE63,P43057,0.05
Q8NE63,P11362,0.04
Q8NE63,P05480,0.05
Q8NE63,P49138,0.05
Q8NE63,Q15418,0.06
Q8NE63,Q96Q40,0.08
Q8NE63,Q9UQ88,0.08
Q8NE63,Q92918,0.06
Q8NE63,P68400,0.05
Q8NE63,Q8IVW4,0.09
Q8NE63,Q8N568,0.06
Q8NE63,Q9NY57,0.06
Q8NE63,Q96SB4,0.06
Q8NE63,Q9H422,0.26
Q8NE63,P53350,0.05
Q8NE63,Q62137,0.05
Q8NE63,P34947,0.05
Q8NE63,Q13464,0.04
Q8NE63,Q6DE08,0.05
Q8NE63,P31152,0.06
Q8NE63,Q9BXA7,0.05
Q8NE63,P11440,0.08
Q8NE63,Q8IU85,0.06
Q8NE63,Q16816,0.05
Q8NE63,Q9WTU6,0.09
Q8NE63,Q9BYT3,0.06
Q8NE63,P49185,0.09
Q8NE63,O96017,0.06
Q8NE63,Q15746,0.07
Q8NE63,Q00537,0.07
Q8NE63,Q9Y2U5,0.04
Q8NE63,P15127,0.04
Q8NE63,P54645,0.06
Q8NE63,P49187,0.09
Q8NE63,Q9HBY8,0.06
Q8NE63,P06241,0.05
Q8NE63,Q8IY84,0.05
Q8NE63,P08069,0.04
Q8NE63,O43283,0.05
Q8NE63,Q5VT25,0.04
Q8NE63,Q63644,0.04
Q8NE63,Q05513,0.05
Q8NE63,Q7L7X3,0.05
Q8NE63,Q13131,0.06
Q8NE63,P00516,0.05
Q8NE63,P63318,0.06
Q8NE63,Q14680,0.06
Q8NE63,Q62190,0.05
Q8NE63,Q9BWU1,0.07
Q8NE63,P31938,0.06
Q8NE63,Q06187,0.04
Q8NE63,P27361,0.08
Q8NE63,P04049,0.04
Q8NE63,P09769,0.05
Q8NE63,Q9P0L2,0.06
Q8NE63,P32577,0.04
Q8NE63,Q9UPZ9,0.11
Q8NE63,Q9Y463,0.16
Q8NE63,Q8TDC3,0.06
Q8NE63,P54762,0.05
Q8NE63,P05696,0.06
Q8NE63,P43403,0.04
Q8NE63,Q8NG66,0.04
Q8NE63,Q62120,0.05
Q8NE63,Q9H1R3,0.05
Q8NE63,P25911,0.05
Q8NE63,P49760,0.1
Q8NE63,P43404,0.04
Q8NE63,Q00536,0.07
Q8NE63,Q07785,0.08
Q8NE63,Q56UN5,0.06
Q8NE63,Q9H2K8,0.05
Q8NE63,Q16539,0.08
Q8NE63,P49841,0.1
Q8NE63,Q9WUN2,0.04
Q8NE63,Q9Y6R4,0.05
Q8NE63,Q9P1W9,0.06
Q8NE63,Q8IVH8,0.05
Q8NE63,Q13554,0.06
Q8NE63,Q9H093,0.08
Q8NE63,P24723,0.06
Q8NE63,Q13043,0.06
Q8NE63,P0C264,0.04
Q8NE63,Q9UKI8,0.05
Q8NE63,O14976,0.06
Q8NE63,Q3U3Q1,0.06
Q8NE63,O43318,0.05
Q8NE63,Q6DT37,0.05
Q8NE63,O60307,0.05
Q8NE63,O15264,0.07
Q8NE63,P11309,0.06
Q8NE63,Q07014,0.05
Q8NE63,O00141,0.06
Q8NE63,O75385,0.06
Q8NE63,Q6PHR2,0.06
Q8NE63,Q13882,0.06
Q8NE63,Q05397,0.04
Q8NE63,Q13153,0.06
Q8NE63,Q14012,0.07
Q8NE63,P35968,0.04
Q8NE63,Q9Y243,0.05
Q8NE63,Q9HC98,0.05
Q8NE63,Q16566,0.06
Q8NE63,P68404,0.05
Q8NE63,P05771,0.05
Q8NE63,P50613,0.09
Q8NE63,O94768,0.05
Q8NE63,O75582,0.06
Q8NE63,P49759,0.12
Q8NE63,Q9NRP7,0.08
Q8NE63,P21802,0.04
Q8NE63,Q8TD08,0.09
Q8NE63,P9WI81,0.05
Q8NE63,Q13164,0.11
Q8NE63,Q13555,0.06
Q8NE63,Q8TDX7,0.05
Q8NE63,O75460,0.04
Q8NE63,P09217,0.05
Q8NE63,Q9NR20,0.15
Q8NE63,P42679,0.04
Q8NE63,Q14164,0.04
Q8NE63,P11802,0.08
Q8NE63,P24941,0.1
Q8NE63,P05132,0.06
Q8NE63,Q8N4C8,0.06
Q8NE63,P49336,0.06
Q8NE63,P22518,0.11
Q8NE63,P45984,0.09
Q8NE63,P00521,0.05
Q8NE63,P07947,0.05
Q8NE63,Q9NYY3,0.05
Q8NE63,Q05655,0.06
Q8NE63,P53778,0.08
Q8NE63,P06494,0.04
Q8NE63,O14920,0.05
Q8NE63,P00519,0.05
Q8NE63,Q00526,0.1
Q8NE63,P31751,0.05
Q8NE63,Q15569,0.05
Q8NE63,Q923T9,0.06
Q8NE63,P11798,0.06
Q8NE63,P57059,0.06
Q8NE63,Q8N5S9,0.04
Q8NE63,P06239,0.05
Q8NE63,Q61851,0.04
Q8NE63,Q14289,0.04
Q8NE63,P63185,0.05
Q8NE63,Q9Y6E0,0.06
Q8NE63,P19139,0.05
Q8NE63,P17612,0.05
Q8NE63,Q8WTQ7,0.04
Q8NE63,Q99759,0.04
Q8NE63,Q12866,0.05
Q8NE63,P27791,0.06
Q8NE63,Q9H2X6,0.27
Q8NE63,Q00535,0.08
Q8NE63,Q02156,0.06
Q8NE63,Q6P6U0,0.05
Q8NE63,O88351,0.05
Q8NE63,P22607,0.04
Q8NE63,P28652,0.06
Q8NE63,Q86UE8,0.05
Q8NE63,P43250,0.04
Q8NE63,O75116,0.04
Q8NE63,P54756,0.04
Q8NE63,Q13237,0.04
Q8NE63,Q92772,0.09
Q8NE63,P20444,0.06
Q8NE63,Q96NX5,0.07
Q8NE63,O00506,0.07
Q8NE63,P12931,0.05
Q8NE63,P32298,0.04
Q8NE63,Q9JI10,0.06
Q8NE63,Q9NZJ5,0.04
Q8NE63,P45983,0.09
Q8NE63,P09215,0.05
Q8NE63,P22455,0.04
Q8NE63,P00520,0.05
Q8NE63,P00524,0.05
Q8NE63,P18654,0.06
Q8NE63,Q5GIT4,0.04
Q8NE63,Q02750,0.06
Q8NE63,Q9BUB5,0.05
Q8NE63,P46734,0.04
Q8NE63,O95819,0.06
Q8NE63,P16054,0.06
Q8NE63,P41241,0.04
Q8NE63,Q9P286,0.06
Q8NE63,Q09137,0.06
Q8NE63,Q15139,0.07
Q8NE63,P23443,0.07
Q8NE63,P51136,0.1
Q8NE63,Q08881,0.04
Q8NE63,P22694,0.05
Q8NE63,O43293,0.06
Q8NE63,P29319,0.04
Q8NE63,P54764,0.04
Q8NE63,Q9HBH9,0.05
Q8NE63,Q9WV60,0.1
Q8NE63,P27448,0.06
Q8NE63,Q9C098,0.06
Q8NE63,P06240,0.05
Q8NE63,Q9H4B4,0.06
Q8NE63,Q8NEV4,0.06
Q8NE63,P43405,0.05
Q8NE63,Q16659,0.06
Q8NE63,Q8WXR4,0.06
Q8NE63,Q86UX6,0.06
Q8NE63,Q13627,0.16
Q8NE63,P00533,0.04
Q8NE63,O00444,0.06
Q8NE63,Q86V86,0.05
Q8NE63,Q99640,0.05
Q8NE63,O94806,0.07
Q8NE63,Q9WTQ0,0.05
Q8NE63,P63086,0.08
Q8NE63,O43781,0.15
Q8NE63,P08631,0.05
Q8NE63,Q9BZL6,0.08
Q8NE63,Q86Z02,0.27
Q8NE63,Q16644,0.05
Q8NE63,P05131,0.05
Q8NE63,Q15375,0.04
Q8NE63,Q64617,0.06
Q8NE63,P21127,0.08
Q8NE63,P63085,0.08
Q8NE63,Q81ZY9,0.05
Q8NE63,Q15349,0.06
Q8NE63,Q13177,0.05
Q8NE63,P49137,0.05
Q8NE63,Q9WUI1,0.08
Q8NE63,P29320,0.04
Q8NE63,Q9HAZ1,0.11
Q8NE63,Q9R117,0.04
Q8NE63,P35917,0.04
Q8NE63,Q04771,0.04
Q8NE63,Q9UBS0,0.06
Q8NE63,Q99558,0.05
Q8NE63,P40231,0.06
Q8NE63,Q9NQU5,0.05
Q8NE63,P68181,0.05
Q8NE63,P15056,0.04
Q8NE63,Q12851,0.05
Q8NE63,P51812,0.06
Q8NE63,Q9UBE8,0.08
Q8NE63,P35918,0.04
Q8NE63,P78362,0.06
Q8NE63,P63319,0.06
Q8NE63,P36507,0.06
Q8NE63,Q15303,0.04
Q8NE63,Q92630,0.15
Q8NE63,Q96RG2,0.06
Q8NE63,Q13546,0.06
Q8NE63,Q13163,0.06
Q8NE63,Q16512,0.04
Q8NE63,P31749,0.05
Q8NE63,O60285,0.08
Q8NE63,P42685,0.05
Q8NE63,P06493,0.08
Q8NE63,O75676,0.05
Q8NE63,Q15835,0.04
Q8NE63,Q9H0K1,0.06
Q8NE63,Q96L34,0.06
Q8NE63,Q9UEE5,0.05
Q8NE63,O35493,0.11
Q8NE63,O96013,0.06
Q8NE63,P17157,0.09
Q8NE63,P28482,0.08
Q8NE63,Q9Y5S2,0.04
Q8NE63,P29322,0.04
Q8NE63,P42684,0.05
Q8NE63,P29597,0.04
Q8NE63,P51817,0.05
Q8NE63,P23298,0.06
Q8NE63,Q60751,0.04
Q8NE63,Q9Y2H9,0.05
Q8NE63,Q13557,0.06
Q8NE63,P31750,0.05
Q8NE63,P41279,0.04
Q8NE63,O94921,0.07
Q8NE63,P05129,0.06
Q8NE63,O60674,0.05
Q8NE63,Q09013,0.05
Q8NE63,P15735,0.06
Q8NE63,Q8TDR2,0.05
Q8NE63,P54646,0.06
Q8NE63,P70618,0.08
P00381,P0A017,0.28
P00381,Q27793,0.15
P00381,P00382,0.18
P00381,P07807,0.17
P00381,Q81R22,0.35
P00381,P22906,0.17
P00381,P00380,0.36
P00381,Q86XF0,0.14
P00381,P00378,0.16
P00381,Q920D2,0.16
P00381,P00376,0.15
P00381,P00374,0.14
P00381,P0ABQ4,0.22
P00381,P04174,0.27
P00381,P00375,0.16
P00381,P16184,0.15
Q9Y265,Q5SL87,0.05
P9WH09,P26392,0.2
O02747,P35869,0.76
O02747,Q61221,0.07
O02747,Q15596,0.04
O02747,P41738,0.7
O02747,Q16665,0.07
O02747,Q9Y6Q9,0.04
O02747,Q15788,0.04
O60779,P41440,0.33
O60779,Q9BZV2,0.46
P10632,Q04468,0.15
P10632,Q02318,0.08
P10632,P04798,0.23
P10632,P10611,0.07
P10632,Q09128,0.1
P10632,P11511,0.08
P10632,P22443,0.08
P10632,P49430,0.11
P10632,P14137,0.08
P10632,Q02928,0.08
P10632,P20815,0.11
P10632,P08686,0.18
P10632,P53554,0.06
P10632,Q9FH76,0.09
P10632,P11712,0.76
P10632,P49264,0.14
P10632,P33261,0.77
P10632,Q07973,0.11
P10632,P33260,0.76
P10632,Q00441,0.05
P10632,P05108,0.07
P10632,P08683,0.72
P10632,P19099,0.06
P10632,P08516,0.08
P10632,P10635,0.34
P10632,P11715,0.2
P10632,P05181,0.58
P10632,P20852,0.51
P10632,P04799,0.22
P10632,P05177,0.21
P10632,P14779,0.06
P10632,Q16678,0.23
P10632,P15150,0.07
P10632,P13108,0.36
P10632,P00185,0.23
P10632,P05093,0.19
P10632,P05182,0.57
P10632,P30099,0.05
P10632,P15538,0.06
P10632,P18125,0.05
P10632,O43174,0.07
P10632,O15528,0.1
P10632,P15393,0.06
P10632,P11509,0.5
P10632,Q43054,0.13
P10632,P10613,0.06
P10632,P78329,0.08
P10632,P20813,0.48
P10632,P51589,0.38
P10632,P20817,0.08
P10632,P08684,0.12
P10632,Q83WG3,0.06
P10632,Q7Z1V1,0.06
P10632,P24557,0.1
Q99P99,Q4QQW4,0.05
Q99P99,P70288,0.05
Q99P99,O88895,0.04
Q99P99,P56524,0.87
Q99P99,O15379,0.04
Q99P99,Q9UBN7,0.13
Q99P99,Q9Z2V6,0.45
Q99P99,Q48935,0.04
Q99P99,Q6P6W3,0.04
Q99P99,O09106,0.05
Q99P99,Q70I53,0.07
Q99P99,Q969S8,0.11
Q99P99,Q8C2B3,0.34
Q99P99,Q9UKV0,0.44
Q99P99,P83038,0.83
Q99P99,Q9BY41,0.05
Q99P99,Q99P96,0.04
Q99P99,O67135,0.04
Q99P99,Q99N13,0.16
Q99P99,Q96DB2,0.03
Q99P99,P56520,0.04
Q99P99,Q9Z2V5,0.14
Q99P99,Q13547,0.05
Q99P99,Q9UQL6,0.45
Q99P99,Q92769,0.05
Q99P99,P56519,0.04
Q99P99,Q8WUI4,0.36
Q99P99,Q91WA3,0.03
Q99P99,Q8VH37,0.05
Q99P99,P56517,0.05
P43403,P16277,0.14
P43403,Q8TD19,0.04
P43403,Q9UKE5,0.05
P43403,P16092,0.13
P43403,P21709,0.16
P43403,P51955,0.06
P43403,P53671,0.06
P43403,Q15208,0.05
P43403,O15197,0.11
P43403,P35991,0.15
P43403,P25098,0.04
P43403,P53667,0.08
P43403,P41240,0.15
P43403,P29678,0.06
P43403,Q9UL54,0.06
P43403,Q06486,0.04
P43403,Q08345,0.12
P43403,P16885,0.04
P43403,Q00534,0.05
P43403,Q00342,0.09
P43403,Q9UEW8,0.07
P43403,O15075,0.05
P43403,Q96GD4,0.05
P43403,Q7KZI7,0.07
P43403,Q9NYL2,0.08
P43403,Q13233,0.07
P43403,O14936,0.05
P43403,Q78DX7,0.13
P43403,Q96PY6,0.05
P43403,P04409,0.07
P43403,P00530,0.16
P43403,Q15831,0.05
P43403,P14234,0.15
P43403,Q04912,0.12
P43403,O70126,0.05
P43403,Q9P289,0.08
P43403,P08922,0.13
P43403,P04626,0.15
P43403,Q04759,0.06
P43403,P49840,0.04
P43403,Q8IWQ3,0.06
P43403,A9UF02,0.18
P43403,P54763,0.16
P43403,Q06806,0.12
P43403,P42681,0.15
P43403,Q13873,0.04
P43403,Q03137,0.16
P43403,P09581,0.1
P43403,Q9Y4K4,0.05
P43403,P35590,0.12
P43403,Q6ZN16,0.06
P43403,Q16832,0.12
P43403,P22612,0.06
P43403,P00523,0.16
P43403,P47811,0.04
P43403,P09216,0.05
P43403,P51813,0.14
P43403,Q96PF2,0.05
P43403,P14616,0.12
P43403,O14965,0.07
P43403,P07948,0.16
P43403,Q62868,0.04
P43403,Q8NFD2,0.07
P43403,Q9UQM7,0.05
P43403,Q13976,0.06
P43403,P06213,0.12
P43403,Q9JMK2,0.04
P43403,P28867,0.06
P43403,Q96BR1,0.05
P43403,P00517,0.05
P43403,Q80XI6,0.1
P43403,P53779,0.04
P43403,P11275,0.05
P43403,O94804,0.06
P43403,Q9UQB9,0.06
P43403,Q15759,0.05
P43403,P97477,0.06
P43403,P16234,0.09
P43403,P52332,0.13
P43403,P68403,0.06
P43403,Q64725,0.53
P43403,Q07002,0.05
P43403,Q9H2G2,0.06
P43403,O75914,0.05
P43403,P50750,0.05
P43403,P52564,0.05
P43403,P07949,0.13
P43403,P04629,0.13
P43403,Q9UHD2,0.06
P43403,P15208,0.12
P43403,O14578,0.04
P43403,Q6P3R8,0.06
P43403,Q9H3Y6,0.14
P43403,Q8IYT8,0.07
P43403,Q99683,0.06
P43403,P51617,0.04
P43403,O15530,0.05
P43403,Q01279,0.15
P43403,P00546,0.05
P43403,P35916,0.09
P43403,P25092,0.05
P43403,P17252,0.07
P43403,P51451,0.15
P43403,Q16584,0.1
P43403,Q02111,0.06
P43403,P53355,0.06
P43403,P54760,0.16
P43403,P41743,0.06
P43403,P52333,0.12
P43403,O14733,0.06
P43403,Q9UIK4,0.06
P43403,Q05030,0.1
P43403,Q9UK32,0.07
P43403,O14757,0.05
P43403,Q9WUD9,0.17
P43403,P21803,0.13
P43403,Q9Y2H1,0.05
P43403,Q86YV6,0.06
P43403,P07332,0.15
P43403,P35626,0.04
P43403,O15111,0.06
P43403,Q13188,0.08
P43403,Q03142,0.13
P43403,P11799,0.06
P43403,P43057,0.05
P43403,Q06418,0.14
P43403,P11362,0.13
P43403,P07333,0.1
P43403,P05480,0.17
P43403,P49138,0.05
P43403,Q96Q40,0.05
P43403,Q15418,0.07
P43403,P16056,0.13
P43403,Q9UQ88,0.05
P43403,Q92918,0.05
P43403,Q8IVW4,0.05
P43403,Q8N568,0.05
P43403,Q9NY57,0.05
P43403,Q9H422,0.04
P43403,P53350,0.04
P43403,O75716,0.05
P43403,P34947,0.05
P43403,Q62137,0.12
P43403,Q13464,0.04
P43403,Q6DE08,0.05
P43403,P31152,0.04
P43403,Q8IU85,0.05
P43403,P11440,0.06
P43403,Q9BXA7,0.06
P43403,Q16816,0.04
P43403,Q9WTU6,0.04
P43403,Q9BYT3,0.05
P43403,Q02779,0.1
P43403,P49185,0.04
P43403,O96017,0.06
P43403,Q02858,0.13
P43403,Q15746,0.06
P43403,Q00537,0.05
P43403,Q9Y2U5,0.05
P43403,P54645,0.07
P43403,P15127,0.12
P43403,P49187,0.04
P43403,Q9HBY8,0.05
P43403,P06241,0.14
P43403,Q8IY84,0.07
P43403,O43283,0.09
P43403,P08069,0.13
P43403,Q5VT25,0.05
P43403,Q07912,0.15
P43403,Q63644,0.04
P43403,Q7L7X3,0.05
P43403,Q05513,0.06
P43403,Q13131,0.07
P43403,P00516,0.06
P43403,P63318,0.05
P43403,Q14680,0.06
P43403,Q62190,0.13
P43403,O95835,0.04
P43403,P42680,0.14
P43403,Q9BWU1,0.04
P43403,P31938,0.06
P43403,Q06187,0.15
P43403,P10686,0.05
P43403,P27361,0.06
P43403,P04049,0.08
P43403,P09769,0.14
P43403,P36894,0.04
P43403,Q9P0L2,0.07
P43403,Q9UPZ9,0.06
P43403,P05622,0.1
P43403,P32577,0.15
P43403,Q8NE63,0.04
P43403,Q8TDC3,0.06
P43403,P05696,0.07
P43403,P54762,0.17
P43403,P80192,0.1
P43403,P10721,0.09
P43403,O54967,0.15
P43403,Q8NG66,0.06
P43403,Q62120,0.13
P43403,Q9H1R3,0.06
P43403,P25911,0.16
P43403,Q64729,0.04
P43403,P43404,0.93
P43403,P19174,0.05
P43403,Q00536,0.06
P43403,Q07785,0.05
P43403,Q56UN5,0.06
P43403,P09619,0.09
P43403,P49841,0.04
P43403,P48730,0.04
P43403,Q16539,0.05
P43403,Q9H2K8,0.05
P43403,Q9WUN2,0.05
P43403,Q9Y6R4,0.05
P43403,Q8IVH8,0.05
P43403,Q13554,0.05
P43403,Q9UM73,0.13
P43403,Q9H093,0.06
P43403,P24723,0.05
P43403,Q13043,0.08
P43403,Q75ZY9,0.13
P43403,Q9UKI8,0.06
P43403,Q3U3Q1,0.08
P43403,O43318,0.08
P43403,O60307,0.05
P43403,Q6DT37,0.05
P43403,O15264,0.04
P43403,Q07014,0.16
P43403,O00141,0.05
P43403,O75385,0.07
P43403,P16591,0.16
P43403,Q6PHR2,0.08
P43403,P20786,0.09
P43403,Q13882,0.14
P43403,Q13153,0.05
P43403,Q05397,0.17
P43403,Q9NRM7,0.04
P43403,Q14012,0.05
P43403,Q9Y243,0.05
P43403,P35968,0.09
P43403,Q9HC98,0.06
P43403,Q16566,0.05
P43403,P29323,0.16
P43403,P05771,0.06
P43403,P68404,0.06
P43403,P50613,0.05
P43403,O94768,0.06
P43403,O75582,0.06
P43403,P29376,0.12
P43403,Q9NRP7,0.06
P43403,P21802,0.13
P43403,Q8TD08,0.05
P43403,Q13164,0.05
P43403,P9WI81,0.05
P43403,Q13555,0.06
P43403,Q8TDX7,0.05
P43403,O75460,0.05
P43403,P09217,0.06
P43403,P42679,0.15
P43403,Q14164,0.05
P43403,P11802,0.05
P43403,Q16513,0.05
P43403,P05132,0.05
P43403,P24941,0.06
P43403,Q8N4C8,0.05
P43403,Q9NWZ3,0.05
P43403,P45984,0.04
P43403,P36888,0.09
P43403,P00521,0.18
P43403,P07947,0.16
P43403,Q9NYY3,0.04
P43403,P05532,0.1
P43403,Q05655,0.06
P43403,P53778,0.04
P43403,P00519,0.18
P43403,P06494,0.15
P43403,O14920,0.06
P43403,Q00526,0.06
P43403,P31751,0.05
P43403,P54753,0.16
P43403,Q923T9,0.06
P43403,Q15569,0.06
P43403,P11798,0.05
P43403,Q4JIM5,0.18
P43403,P57059,0.06
P43403,Q13470,0.12
P43403,Q9BYP7,0.04
P43403,Q9H4A3,0.04
P43403,Q8N5S9,0.06
P43403,P06239,0.16
P43403,Q61851,0.12
P43403,Q14289,0.16
P43403,P63185,0.17
P43403,Q9Y6E0,0.08
P43403,Q13418,0.04
P43403,P17612,0.05
P43403,Q8WTQ7,0.05
P43403,Q99759,0.05
P43403,P19525,0.06
P43403,P97504,0.14
P43403,Q12866,0.14
P43403,P27791,0.05
P43403,Q00535,0.05
P43403,Q02156,0.05
P43403,Q6P6U0,0.13
P43403,O88351,0.06
P43403,P28652,0.05
P43403,P22607,0.12
P43403,Q86UE8,0.07
P43403,O75116,0.04
P43403,P43250,0.05
P43403,P36897,0.04
P43403,P54756,0.16
P43403,Q13237,0.05
P43403,Q92772,0.05
P43403,P20444,0.07
P43403,Q96NX5,0.05
P43403,O00506,0.08
P43403,P35969,0.1
P43403,P12931,0.17
P43403,P32298,0.05
P43403,Q9JI10,0.08
P43403,P45983,0.04
P43403,Q9NZJ5,0.04
P43403,P09215,0.06
P43403,P22455,0.14
P43403,P00520,0.18
P43403,P00524,0.17
P43403,P18654,0.07
P43403,Q5GIT4,0.1
P43403,Q02750,0.06
P43403,O95819,0.04
P43403,P16054,0.05
P43403,P41241,0.15
P43403,Q9P286,0.05
P43403,Q59H18,0.08
P43403,Q09137,0.07
P43403,Q15139,0.06
P43403,P23443,0.06
P43403,P51136,0.04
P43403,P22694,0.05
P43403,Q08881,0.13
P43403,O43293,0.06
P43403,P29319,0.16
P43403,P54764,0.16
P43403,Q9WV60,0.04
P43403,P27448,0.07
P43403,Q9C098,0.05
P43403,Q9H4B4,0.04
P43403,P06240,0.16
P43403,Q8NEV4,0.06
P43403,Q9UF33,0.15
P43403,P43405,0.54
P43403,Q16659,0.05
P43403,P49674,0.04
P43403,Q86UX6,0.05
P43403,Q8WXR4,0.06
P43403,P00533,0.15
P43403,O00444,0.06
P43403,O94806,0.07
P43403,P63086,0.05
P43403,Q9WTQ0,0.06
P43403,Q86Z02,0.04
P43403,Q16644,0.04
P43403,P08631,0.16
P43403,Q9BZL6,0.07
P43403,P05131,0.05
P43403,Q64617,0.06
P43403,Q15375,0.16
P43403,P21127,0.05
P43403,P63085,0.05
P43403,Q81ZY9,0.05
P43403,Q13177,0.05
P43403,Q15349,0.07
P43403,P08487,0.05
P43403,P35546,0.13
P43403,P49137,0.05
P43403,Q9WUI1,0.05
P43403,O43353,0.08
P43403,P29320,0.16
P43403,Q9R117,0.13
P43403,Q02763,0.13
P43403,P35917,0.09
P43403,Q9UBS0,0.06
P43403,Q99558,0.05
P43403,P21860,0.13
P43403,Q9NQU5,0.05
P43403,P68181,0.05
P43403,Q16288,0.12
P43403,P15056,0.07
P43403,Q12851,0.05
P43403,O95747,0.07
P43403,P51812,0.07
P43403,Q9UBE8,0.04
P43403,P35918,0.1
P43403,Q9Y616,0.04
P43403,P63319,0.05
P43403,Q5S007,0.05
P43403,P26618,0.09
P43403,P36507,0.07
P43403,P97793,0.13
P43403,Q15303,0.16
P43403,O00238,0.04
P43403,Q96RG2,0.05
P43403,P08581,0.13
P43403,Q13546,0.08
P43403,Q13163,0.06
P43403,Q16512,0.05
P43403,P31749,0.05
P43403,Q9DC28,0.04
P43403,O60285,0.07
P43403,O75676,0.05
P43403,P06493,0.05
P43403,P42685,0.16
P43403,Q15835,0.05
P43403,Q9H0K1,0.07
P43403,Q96L34,0.07
P43403,Q9UEE5,0.06
P43403,O96013,0.05
P43403,Q96RR4,0.05
P43403,P17157,0.06
P43403,P28482,0.05
P43403,P23458,0.13
P43403,Q9Y5S2,0.05
P43403,Q59EB3,0.13
P43403,P29322,0.16
P43403,P42684,0.18
P43403,P29597,0.12
P43403,P51817,0.05
P43403,Q9Y3S1,0.04
P43403,O15146,0.13
P43403,P62993,0.04
P43403,P23298,0.06
P43403,Q9Y2H9,0.05
P43403,Q60751,0.13
P43403,P29317,0.16
P43403,Q13557,0.05
P43403,P31750,0.05
P43403,P30530,0.14
P43403,P10398,0.08
P43403,P17948,0.1
P43403,O94921,0.05
P43403,Q14451,0.04
P43403,P05129,0.05
P43403,O60674,0.13
P43403,Q16620,0.13
P43403,Q09013,0.05
P43403,P57078,0.07
P43403,P15735,0.05
P43403,P70618,0.04
P43403,Q8TDR2,0.04
P43403,P54646,0.07
A8MPY1,P15431,0.32
A8MPY1,P49582,0.07
A8MPY1,P48167,0.26
A8MPY1,P43144,0.08
A8MPY1,P28471,0.24
A8MPY1,Q27218,0.06
A8MPY1,Q9JLB5,0.07
A8MPY1,P30926,0.07
A8MPY1,P62812,0.22
A8MPY1,Q8QZW7,0.28
A8MPY1,Q61603,0.28
A8MPY1,P23576,0.21
A8MPY1,P28473,0.23
A8MPY1,P19969,0.22
A8MPY1,P02710,0.06
A8MPY1,Q8BMN3,0.07
A8MPY1,P12392,0.07
A8MPY1,P63138,0.32
A8MPY1,Q494W8,0.05
A8MPY1,Q04844,0.06
A8MPY1,P18506,0.27
A8MPY1,O14764,0.29
A8MPY1,P27681,0.23
A8MPY1,P18507,0.23
A8MPY1,P17787,0.07
